timestamp,symbol,direction,module,rv,adx,adr_pct,hist,lgbm_signal,lgbm_conf,gpt_signal,gpt_conf,gpt_reasoning,agreement
2026-06-09T06:00:50.927499+00:00,GBPUSD,BUY,STD,13.0,47.7,47.1,GREEN_LIGHT,BUY,8,BUY,78,"ADX forte (>40) e momentum positivo con Histogram GREEN_LIGHT indicano potenziale movimento rialzista, RV è positivo ma non estremo e ADR% non è esaurito, quindi BUY è giustificato",SAME
2026-06-09T06:15:38.983316+00:00,GBPCAD,BUY,STD,9.45,53.2,52.6,GREEN_LIGHT,BUY,3,BUY,78,"ADX(14)=53.2 >40, Histogram GREEN_LIGHT e Momentum positivo (0.8004) indicano tendenza rialzista forte, ADR% 52.6% mostra spazio di movimento e RV non estremo (9.45), quindi supportano un ingresso long su GBPCAD.",SAME
2026-06-09T06:15:42.888964+00:00,GBPAUD,BUY,STD,5.81,19.2,44.6,GREEN_DARK,BUY,18,HOLD,45,"RV modesto e ADX <20 indicano trend debole e momentum negativo in conflitto con l'istogramma verde, quindi la direzione BUY non è chiara e si consiglia HOLD.",DIFF
2026-06-09T06:28:58.803730+00:00,GBPCAD,BUY,STD,9.45,49.0,53.9,GREEN_LIGHT,BUY,3,BUY,72,"ADX(14)=49 indica tendenza forte, Histogram GREEN_LIGHT e Normalized Momentum positivo confermano bias rialzista, ADR%=53.9% lascia spazio al movimento e RV positivo ma non estremo, quindi la direzione BUY è giustificata.",SAME
2026-06-09T06:29:07.229265+00:00,GBPAUD,BUY,STD,5.81,21.3,46.7,GREEN_DARK,BUY,20,HOLD,38,"Segnale misto: RV positivo ma modesto, ADX 21.3 indica mancanza di tendenza forte, momentum Normalized è negativo mentre l'istogramma è verde scuro, suggerendo incertezza tra breakout e range.",DIFF
2026-06-09T06:30:38.596868+00:00,GBPAUD,BUY,STD,4.79,24.3,46.7,GREEN_DARK,BUY,20,HOLD,0,Expecting value: line 1 column 1 (char 0),DIFF
2026-06-09T06:30:45.757414+00:00,GBPCAD,BUY,STD,10.42,46.7,53.9,GREEN_LIGHT,BUY,3,BUY,78,"ADX 46.7 indica forte trend, momentum positivo (0.7724) e histogram GREEN_LIGHT corroborano rialzo; ADR% a 53.9% lascia spazio al movimento; RV 10.42 orientato al rialzo senza essere estremo, quindi la proposta BUY è coerente con i segnali attuali.",SAME
2026-06-09T06:45:40.868049+00:00,GBPCAD,BUY,STD,10.27,46.7,53.9,GREEN_DARK,BUY,3,BUY,78,"ADX a 46.7 indica forte tendenza rialzista, momentum positivo e histogram GREEN_DARK confermano impulso, ADR al 53.9% mostra spazio di movimento senza essere esausto e RV non estremo suggeriscono potenziale di continuazione.",SAME
2026-06-09T07:00:37.870971+00:00,GBPAUD,BUY,STD,5.34,26.9,46.7,GREEN_LIGHT,BUY,20,HOLD,45,"RV moderato e ADX <40 indicano assenza di trend forte; l'Histogram è GREEN_LIGHT ma il Momentum Normalized è negativo, quindi la configurazione è ambigua e non conferma una BUY.",DIFF
2026-06-09T07:00:46.373414+00:00,GBPCAD,BUY,STD,9.11,41.0,53.9,GREEN_DARK,BUY,10,BUY,65,"ADX >40 e momentum positivo con histogram verde scuro indicano tendenza rialzista, ADR non esausto e RV non estremo rafforzano il BUY; confidenza moderata",SAME
